action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
Jump Shot,Jump Shot,449,20301046,34.0673,-159,-23,-118.4288,6,4,0,2003-04,45,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-03-26,LAL vs. MIN,MIN,5986
Jump Shot,Jump Shot,471,20301046,33.8713,43,173,-118.2268,4,4,0,2003-04,43,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-03-26,LAL vs. MIN,MIN,5987
Running Jump Shot,Jump Shot,7,20301063,33.9753,-2,69,-118.2718,11,1,0,2003-04,4,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,5988
Running Jump Shot,Jump Shot,15,20301063,33.9583,-56,86,-118.3258,10,1,0,2003-04,22,10,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,5989
Jump Shot,Jump Shot,29,20301063,33.8663,-140,178,-118.4098,8,1,0,2003-04,11,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,5990
Driving Finger Roll Shot,Layup,48,20301063,34.0443,0,0,-118.2698,5,1,0,2003-04,39,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,5991
Jump Shot,Jump Shot,56,20301063,34.0553,151,-11,-118.1188,3,1,0,2003-04,56,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,5992
Jump Shot,Jump Shot,68,20301063,33.8913,-149,153,-118.4188,2,1,0,2003-04,58,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,5993
Jump Shot,Jump Shot,172,20301063,33.8203,113,224,-118.1568,5,2,0,2003-04,36,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,5994
Jump Shot,Jump Shot,223,20301063,33.9783,-115,66,-118.3848,0,2,0,2003-04,16,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,5995
Jump Shot,Jump Shot,236,20301063,34.0013,-66,43,-118.3358,11,3,0,2003-04,45,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,5996
Layup Shot,Layup,245,20301063,34.0443,0,0,-118.2698,10,3,0,2003-04,55,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,5997
Jump Shot,Jump Shot,274,20301063,33.9863,46,58,-118.2238,8,3,0,2003-04,7,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,5998
Jump Shot,Jump Shot,277,20301063,33.9723,-69,72,-118.3388,7,3,0,2003-04,31,9,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,5999
Jump Shot,Jump Shot,285,20301063,34.0133,74,31,-118.1958,7,3,0,2003-04,18,8,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,6000
Fadeaway Jump Shot,Jump Shot,287,20301063,34.0093,57,35,-118.2128,7,3,0,2003-04,14,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,6001
Jump Shot,Jump Shot,333,20301063,33.8093,140,235,-118.1298,2,3,0,2003-04,8,27,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,6002
Jump Shot,Jump Shot,345,20301063,33.9723,39,72,-118.2308,0,3,0,2003-04,40,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,6003
Jump Shot,Jump Shot,365,20301063,33.8303,-161,214,-118.4308,11,4,0,2003-04,36,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,6004
Jump Shot,Jump Shot,369,20301063,34.0443,-118,0,-118.3878,10,4,0,2003-04,54,11,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,6005
Jump Shot,Jump Shot,378,20301063,33.9193,-26,125,-118.2958,9,4,0,2003-04,49,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,6006
Driving Layup Shot,Layup,380,20301063,34.0443,0,0,-118.2698,8,4,0,2003-04,51,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,6007
Driving Layup Shot,Layup,435,20301063,34.0443,0,0,-118.2698,4,4,0,2003-04,15,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,6008
Jump Shot,Jump Shot,468,20301063,33.9953,-29,49,-118.2988,1,4,0,2003-04,10,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,6009
Jump Shot,Jump Shot,473,20301063,33.8843,-90,160,-118.3598,0,4,0,2003-04,40,18,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-03-28,LAL vs. UTA,UTA,6010
Layup Shot,Layup,8,20301075,34.0443,0,0,-118.2698,10,1,0,2003-04,44,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-30,LAL vs. NOH,NOH,6011
Layup Shot,Layup,21,20301075,34.0443,0,0,-118.2698,9,1,0,2003-04,25,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-30,LAL vs. NOH,NOH,6012
Hook Shot,Hook Shot,47,20301075,34.0113,36,33,-118.2338,6,1,0,2003-04,31,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-30,LAL vs. NOH,NOH,6013
Driving Layup Shot,Layup,75,20301075,34.0443,0,0,-118.2698,3,1,0,2003-04,28,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-30,LAL vs. NOH,NOH,6014
Jump Shot,Jump Shot,95,20301075,33.8043,102,240,-118.1678,1,1,0,2003-04,23,26,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-03-30,LAL vs. NOH,NOH,6015
Layup Shot,Layup,102,20301075,34.0443,0,0,-118.2698,0,1,0,2003-04,40,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-30,LAL vs. NOH,NOH,6016
Jump Shot,Jump Shot,106,20301075,33.5443,44,500,-118.2258,0,1,0,2003-04,0,50,0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,1610612747,Los Angeles Lakers,2004-03-30,LAL vs. NOH,NOH,6017
Jump Shot,Jump Shot,164,20301075,34.0703,238,-26,-118.0318,4,2,0,2003-04,49,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-03-30,LAL vs. NOH,NOH,6018
Jump Shot,Jump Shot,182,20301075,33.8343,154,210,-118.1158,3,2,0,2003-04,10,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-03-30,LAL vs. NOH,NOH,6019
Jump Shot,Jump Shot,208,20301075,33.7963,95,248,-118.1748,0,2,0,2003-04,30,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-03-30,LAL vs. NOH,NOH,6020
Running Jump Shot,Jump Shot,211,20301075,33.9983,-43,46,-118.3128,0,2,0,2003-04,0,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-30,LAL vs. NOH,NOH,6021
Layup Shot,Layup,218,20301075,34.0443,0,0,-118.2698,11,3,0,2003-04,34,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-30,LAL vs. NOH,NOH,6022
Jump Shot,Jump Shot,266,20301075,33.8753,-187,169,-118.4568,7,3,0,2003-04,17,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-03-30,LAL vs. NOH,NOH,6023
Jump Shot,Jump Shot,317,20301075,34.0523,186,-8,-118.0838,2,3,0,2003-04,5,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-03-30,LAL vs. NOH,NOH,6024
Jump Shot,Jump Shot,341,20301075,33.8323,-169,212,-118.4388,0,3,0,2003-04,28,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-03-30,LAL vs. NOH,NOH,6025
Layup Shot,Layup,359,20301075,34.0443,0,0,-118.2698,10,4,0,2003-04,44,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-30,LAL vs. NOH,NOH,6026
Jump Shot,Jump Shot,372,20301075,33.9603,33,84,-118.2368,9,4,0,2003-04,30,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-03-30,LAL vs. NOH,NOH,6027
Turnaround Jump Shot,Jump Shot,8,20301088,33.9263,-8,118,-118.2778,10,1,0,2003-04,41,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6028
Running Layup Shot,Layup,22,20301088,33.9813,0,63,-118.2698,9,1,0,2003-04,1,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6029
Jump Shot,Jump Shot,70,20301088,34.0063,72,38,-118.1978,3,1,0,2003-04,17,8,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6030
Jump Shot,Jump Shot,72,20301088,33.9983,-5,46,-118.2748,3,1,0,2003-04,14,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6031
Jump Shot,Jump Shot,117,20301088,33.9273,131,117,-118.1388,10,2,0,2003-04,51,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6032
Driving Layup Shot,Layup,119,20301088,34.0443,0,0,-118.2698,10,2,0,2003-04,10,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6033
Driving Layup Shot,Layup,143,20301088,34.0443,0,0,-118.2698,8,2,0,2003-04,0,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6034
Driving Layup Shot,Layup,156,20301088,34.0443,0,0,-118.2698,5,2,0,2003-04,43,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6035
Turnaround Jump Shot,Jump Shot,187,20301088,34.0193,-149,25,-118.4188,3,2,0,2003-04,8,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6036
Jump Shot,Jump Shot,230,20301088,33.9193,49,125,-118.2208,0,2,0,2003-04,14,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6037
Jump Shot,Jump Shot,282,20301088,34.0293,-66,15,-118.3358,6,3,0,2003-04,32,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6038
Jump Shot,Jump Shot,305,20301088,33.9903,74,54,-118.1958,4,3,0,2003-04,37,9,,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6039
Jump Shot,Jump Shot,309,20301088,33.9033,195,141,-118.0748,4,3,0,2003-04,27,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6040
Jump Shot,Jump Shot,319,20301088,33.9523,222,92,-118.0478,3,3,0,2003-04,25,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6041
Slam Dunk Shot,Dunk,332,20301088,34.0443,0,0,-118.2698,2,3,0,2003-04,34,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6042
Layup Shot,Layup,334,20301088,34.0443,0,0,-118.2698,1,3,0,2003-04,56,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6043
Layup Shot,Layup,438,20301088,34.0443,0,0,-118.2698,4,4,0,2003-04,51,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6044
Jump Shot,Jump Shot,439,20301088,33.9603,-23,84,-118.2928,4,4,0,2003-04,49,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6045
Jump Shot,Jump Shot,443,20301088,34.0013,-43,43,-118.3128,4,4,0,2003-04,25,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-01,LAL vs. HOU,HOU,6046
Running Layup Shot,Layup,3,20301100,34.0443,0,0,-118.2698,11,1,0,2003-04,27,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6047
Jump Shot,Jump Shot,49,20301100,34.0573,174,-13,-118.0958,6,1,0,2003-04,44,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6048
Reverse Layup Shot,Layup,62,20301100,34.0423,-29,2,-118.2988,5,1,0,2003-04,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6049
Jump Shot,Jump Shot,78,20301100,34.0473,44,-3,-118.2258,3,1,0,2003-04,10,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6050
Jump Shot,Jump Shot,114,20301100,33.5593,-169,485,-118.4388,0,1,0,2003-04,0,51,,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6051
Jump Shot,Jump Shot,172,20301100,33.9653,0,79,-118.2698,5,2,0,2003-04,17,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6052
Jump Shot,Jump Shot,174,20301100,34.0243,29,20,-118.2408,4,2,0,2003-04,45,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6053
Reverse Dunk Shot,Dunk,183,20301100,34.0443,0,0,-118.2698,3,2,0,2003-04,56,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6054
Jump Shot,Jump Shot,242,20301100,33.8883,209,156,-118.0608,9,3,0,2003-04,12,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6055
Jump Shot,Jump Shot,259,20301100,33.8843,-123,160,-118.3928,6,3,0,2003-04,19,20,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6056
Jump Shot,Jump Shot,274,20301100,34.0493,-245,-5,-118.5148,3,3,0,2003-04,52,24,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6057
Jump Shot,Jump Shot,281,20301100,33.9143,-172,130,-118.4418,2,3,0,2003-04,55,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6058
Jump Shot,Jump Shot,313,20301100,33.8993,-102,145,-118.3718,10,4,0,2003-04,45,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6059
Driving Finger Roll Shot,Layup,352,20301100,34.0133,-11,31,-118.2808,6,4,0,2003-04,34,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6060
Jump Shot,Jump Shot,364,20301100,33.9883,-214,56,-118.4838,5,4,0,2003-04,14,22,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6061
Jump Shot,Jump Shot,378,20301100,33.8323,140,212,-118.1298,3,4,0,2003-04,20,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6062
Jump Shot,Jump Shot,401,20301100,33.8663,190,178,-118.0798,1,4,0,2003-04,11,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6063
Jump Shot,Jump Shot,405,20301100,34.0473,138,-3,-118.1318,0,4,0,2003-04,31,13,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-04-02,LAL @ SEA,SEA,6064
Jump Shot,Jump Shot,8,20301110,33.8523,-103,192,-118.3728,10,1,0,2003-04,11,21,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6065
Driving Layup Shot,Layup,12,20301110,34.0443,0,0,-118.2698,9,1,0,2003-04,47,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6066
Jump Shot,Jump Shot,32,20301110,33.9373,52,107,-118.2178,7,1,0,2003-04,58,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6067
Jump Shot,Jump Shot,56,20301110,33.9393,-122,105,-118.3918,4,1,0,2003-04,47,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6068
Reverse Dunk Shot,Dunk,74,20301110,34.0443,0,0,-118.2698,2,1,0,2003-04,58,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6069
Jump Shot,Jump Shot,88,20301110,33.9293,-136,115,-118.4058,1,1,0,2003-04,8,17,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6070
Layup Shot,Layup,93,20301110,34.0443,0,0,-118.2698,0,1,0,2003-04,38,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6071
Jump Shot,Jump Shot,107,20301110,33.9013,-131,143,-118.4008,11,2,0,2003-04,35,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6072
Jump Shot,Jump Shot,179,20301110,33.7843,3,260,-118.2668,5,2,0,2003-04,12,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6073
Jump Shot,Jump Shot,182,20301110,33.7973,64,247,-118.2058,4,2,0,2003-04,45,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6074
Jump Shot,Jump Shot,204,20301110,34.0343,41,10,-118.2288,3,2,0,2003-04,6,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6075
Jump Shot,Jump Shot,223,20301110,33.8023,102,242,-118.1678,1,2,0,2003-04,7,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6076
Jump Shot,Jump Shot,228,20301110,33.8273,-158,217,-118.4278,0,2,0,2003-04,10,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6077
Jump Shot,Jump Shot,241,20301110,33.8203,-179,224,-118.4488,0,2,0,2003-04,0,28,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6078
Driving Layup Shot,Layup,258,20301110,34.0443,0,0,-118.2698,10,3,0,2003-04,45,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6079
Driving Layup Shot,Layup,268,20301110,34.0443,0,0,-118.2698,9,3,0,2003-04,57,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6080
Jump Shot,Jump Shot,275,20301110,34.0473,-126,-3,-118.3958,9,3,0,2003-04,16,12,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6081
Driving Layup Shot,Layup,288,20301110,34.0443,0,0,-118.2698,7,3,0,2003-04,9,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6082
Jump Shot,Jump Shot,308,20301110,33.9393,161,105,-118.1088,4,3,0,2003-04,32,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6083
Jump Shot,Jump Shot,313,20301110,33.8173,-172,227,-118.4418,3,3,0,2003-04,55,28,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6084
Driving Layup Shot,Layup,318,20301110,34.0443,0,0,-118.2698,3,3,0,2003-04,31,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6085
Jump Shot,Jump Shot,355,20301110,33.9983,-123,46,-118.3928,0,3,0,2003-04,3,13,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6086
Jump Shot,Jump Shot,390,20301110,34.0163,167,28,-118.1028,9,4,0,2003-04,14,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6087
Jump Shot,Jump Shot,392,20301110,34.0223,-61,22,-118.3308,9,4,0,2003-04,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6088
Driving Layup Shot,Layup,414,20301110,34.0443,0,0,-118.2698,6,4,0,2003-04,35,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6089
Jump Shot,Jump Shot,461,20301110,33.8503,-186,194,-118.4558,1,4,0,2003-04,53,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6090
Driving Layup Shot,Layup,10,20301121,34.0443,0,0,-118.2698,10,1,0,2003-04,20,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-06,LAL vs. POR,POR,6091
Jump Shot,Jump Shot,36,20301121,34.0623,130,-18,-118.1398,8,1,0,2003-04,38,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-04-06,LAL vs. POR,POR,6092
Jump Shot,Jump Shot,65,20301121,33.8523,-172,192,-118.4418,5,1,0,2003-04,31,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-06,LAL vs. POR,POR,6093
Jump Shot,Jump Shot,68,20301121,34.0223,-148,22,-118.4178,4,1,0,2003-04,57,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-04-06,LAL vs. POR,POR,6094
Turnaround Jump Shot,Jump Shot,71,20301121,34.0093,-29,35,-118.2988,4,1,0,2003-04,30,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-06,LAL vs. POR,POR,6095
